Team,Player,First Name,Last Name,Age,Pos,F,D,G,C,RW,LW,RD,LD,CH 20-21,CH 21-22,CH 22-23,CH 23-24,CH 24-25,CH 25-26,CH 26-27,CH Total,CH Avg,Cap%,NMC,Expiry,UFA Expiry,RFA Expiry,27/54,Game Req,Must Protect,Under Contract 21/22,UFA,Meets Exposure,Overall,OPS,DPS,PS,GP,GAOPS,GADPS,GAPS,CH 21-22_scaled,CH Total_scaled,CH Avg_scaled,OPS_scaled,DPS_scaled,PS_scaled,GAOPS_scaled,GADPS_scaled,GAPS_scaled,Overall_scaled,CH 20-21_standard,CH 21-22_standard,CH 22-23_standard,CH 23-24_standard,CH 24-25_standard,CH 25-26_standard,CH 26-27_standard,CH Avg_standard,Overall_standard,PS_standard,GAPS_standard
DAL,Jamie Oleksiak,Jamie,Oleksiak,28,LD,0,1,0,0,0,0,0,1,2.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,81.0,0.7,2.5,3.2,56.0,0.7,2.5,3.2,0.0,0.0,0.0,2.856105483606492,10.539375834492128,5.568441877908834,2.501282086361919,8.53881393631187,4.216741295811925,3.614352588302861,9.856462131579248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.226593453493669,10.474353060431387,10.11300579509061
DAL,Sami Vatanen,Sami,Vatanen,30,LD/RD,0,1,0,0,0,0,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,76.0,0.0,1.6,1.6,39.0,0.0,2.3,2.3,0.0,0.0,0.0,0.0,6.745200534074963,2.784220938954417,0.0,7.846951063523524,3.027404007249588,3.4313473939584123,9.799178014414501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15446767934366,9.730934188410767,9.79752932596863
DAL,Andrej Sekera,Andrej,Sekera,35,LD/RD,0,1,0,0,0,0,1,1,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.8,False,UFA (2022),2022.0,0.0,1,1,No,1,0,1,77.0,0.0,2.7,2.6,46.0,0.0,3.3,3.2,1.5,1.0234090225916963,1.5,0.0,11.3825259012515,4.524359025800927,0.0,11.226684062350913,4.17090715129223,3.4537745011084677,9.591626865266866,9.229493665528393,0.0,0.0,0.0,0.0,0.0,9.229493665528393,9.368892834173662,10.195570983423655,10.11300579509061
DAL,Miro Heiskanen,Miro,Heiskanen,21,LD/RD,0,1,0,0,0,0,1,1,0.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,1,1,No,0,0,0,88.0,2.0,2.6,4.5,55.0,2.0,2.6,4.6,0.0,0.0,0.0,8.160301381732836,10.960950867871814,7.830621390809298,7.2764569785074,9.041827702741877,6.0376068553670725,3.934611678405646,9.340074872499931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.727569537303678,11.07838089394814,10.603746969280355
DAL,Benjamin Gleason,Benjamin,Gleason,23,LD,0,1,0,0,0,0,0,1,0.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,27 GR,0,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.285281369124956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAL,Mark Pysyk,Mark,Pysyk,29,RD,0,1,0,0,0,0,1,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,80.0,0.2,1.5,1.7,36.0,0.3,2.3,2.6,0.0,0.0,0.0,0.8160301381732835,6.323625500695277,2.958234747639068,1.111680927271964,7.969559673891079,3.4846681541779096,3.568601289716749,9.280300141545412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.012168298663667,9.777397867912057,9.90268814900929
DAL,Taylor Fedun,Taylor,Fedun,33,RD,0,1,0,0,0,0,1,0,0.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,16 GR,0,No,0,1,0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4986287154085773,9.275318913965869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.583317989003664,0.0,0.0
DAL,Joel Hanley,Joel,Hanley,30,LD,0,1,0,0,0,0,0,1,0.7,0.75,0.75,0.0,0.0,0.0,0.0,1.5,0.75,0.9,False,UFA (2023),2023.0,0.0,1,1,No,1,0,1,0.0,0.3,1.6,1.8,35.0,0.5,2.6,2.9,0.75,1.0234090225916963,0.75,1.2240452072599253,6.745200534074963,3.132248556323719,1.7151648592196016,8.743745470783356,3.7950671662307327,0.0,9.259545026630649,8.952367622715686,8.43253927530161,0.0,0.0,0.0,0.0,8.952367622715686,0.0,9.823861547413346,10.00784697204995
DAL,Julius Honka,Julius,Honka,25,RD,0,1,0,0,0,0,1,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,27 GR,0,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAL,Niklas Hansson,Niklas,Hansson,26,RD,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA,0.0,0.0,27 GR,0,No,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAL,Tyler Seguin,Tyler,Seguin,29,C,1,0,0,1,0,0,0,0,9.85,9.85,9.85,9.85,9.85,9.85,9.85,59.1,9.85,12.1,True,UFA (2027),2027.0,0.0,1,1,Yes,1,0,1,86.0,0.3,0.1,0.3,3.0,0.3,0.1,0.3,9.85,40.32231549011284,9.85,1.2240452072599253,0.4215750333796851,0.5220414260539531,1.071978037012251,0.3415525574524748,0.3953194964823679,3.857462429809457,13.057731056032377,12.314830275509879,11.839558428188502,11.579729507027295,11.367839855491043,11.257875106992419,11.38319855186731,12.314830275509879,11.298719227643675,9.126906354894015,9.096470505697566
DAL,Jamie Benn,Jamie,Benn,31,LW,1,0,0,0,0,1,0,0,9.5,9.5,9.5,9.5,9.5,0.0,0.0,38.0,9.5,11.7,True,UFA (2025),2025.0,0.0,1,1,Yes,1,0,1,86.0,2.2,1.6,3.8,52.0,2.4,1.7,4.1,9.5,25.926361905656307,9.5,8.97633151990612,6.745200534074963,6.612524730016739,8.465877830763418,5.885213297642643,5.392563387913326,3.857462429809457,12.912445251629034,12.185504788863948,11.708519230000546,11.428340025498375,11.204298687559458,0.0,0.0,12.185504788863948,11.298719227643675,10.753135137439118,10.428482264212589
DAL,Joe Pavelski,Joe,Pavelski,37,RW,1,0,0,0,1,0,0,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,8.6,False,UFA (2022),2022.0,0.0,1,1,No,1,0,1,83.0,4.9,2.1,7.1,56.0,4.9,2.1,7.1,7.0,4.775908772094583,7.0,19.99273838524545,8.853075700973388,12.354980416610225,17.508974604533435,7.172603706501971,9.355894750082706,3.722899786909127,11.874689505890856,11.261751312821588,0.0,0.0,0.0,0.0,0.0,11.261751312821588,10.65544376315367,12.286436560981645,11.480070494619188
DAL,Alexander Radulov,Alexander,Radulov,35,RW,1,0,0,0,1,0,0,0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,6.25,6.25,7.7,True,UFA (2022),2022.0,0.0,1,1,Yes,1,0,1,84.0,1.1,0.6,1.7,11.0,5.6,3.1,8.7,6.25,4.264204260798735,6.25,4.48816575995306,2.5294502002781107,2.958234747639068,20.010256690895357,10.43287811854832,11.40436850458225,3.767754001209237,11.563362782169403,10.984625270008879,0.0,0.0,0.0,0.0,0.0,10.984625270008879,10.869868917983672,9.777397867912057,12.040917550836038
DAL,Andrew Cogliano,Andrew,Cogliano,34,LW,1,0,0,0,0,1,0,0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,75.0,-0.4,0.6,0.1,54.0,-0.4,0.6,0.1,0.0,0.0,0.0,-1.632060276346567,2.5294502002781107,0.174013808684651,-1.4822412363626187,2.1252159130376205,0.136653653105016,3.364066072508247,10.31805588728359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.940042524513661,9.033978995891438,9.026364623670458
DAL,Radek Faksa,Radek,Faksa,27,C,1,0,0,1,0,0,0,0,3.25,3.25,3.25,3.25,3.25,0.0,0.0,13.0,3.25,4.0,False,UFA (2025),2025.0,0.0,1,1,No,1,0,1,77.0,-0.6,0.6,0.0,55.0,-0.6,0.6,0.0,3.25,8.86954486246137,3.25,-2.4480904145198505,2.5294502002781107,0.0,-2.18293709355222,2.086575623709664,0.0,3.4537745011084677,10.31805588728359,9.876121098758047,9.368533548072733,8.724956426767635,8.283920688781148,0.0,0.0,9.876121098758047,9.368892834173662,0.0,0.0
DAL,Roope Hintz,Roope,Hintz,24,C,1,0,0,1,0,0,0,0,3.15,3.15,3.15,0.0,0.0,0.0,0.0,6.3,3.15,3.9,False,RFA (2023),0.0,2023.0,1,1,No,1,0,1,81.0,3.9,1.4,5.3,41.0,5.3,1.9,7.2,3.15,4.298317894885125,3.15,15.91258769437903,5.902050467315592,9.222731860286505,19.03414660841265,6.531151342505859,9.539091589916,3.633191358308907,10.276545657454061,9.839170959716352,9.33109377716189,0.0,0.0,0.0,0.0,9.839170959716352,10.226593453493669,11.45009032995845,11.515123435632741
DAL,Denis Gurianov,Denis,Gurianov,24,RW,1,0,0,0,1,0,0,0,2.55,2.55,0.0,0.0,0.0,0.0,0.0,2.55,2.55,3.1,False,RFA (2022),0.0,2022.0,1,1,No,1,0,1,80.0,1.9,1.0,3.0,55.0,1.9,1.0,3.1,2.55,1.7397953384058835,2.55,7.752286312646193,4.215750333796851,5.220414260539531,6.91263412958203,3.4776260395161067,4.025071236911383,3.588337144008797,10.0274842784769,9.617470125466184,0.0,0.0,0.0,0.0,0.0,9.617470125466184,10.012168298663667,10.381425701428808,10.077952854077056
DAL,Blake Comeau,Blake,Comeau,35,LW,1,0,0,0,0,1,0,0,2.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,False,UFA (2022),2022.0,0.0,1,1,No,1,0,1,75.0,-0.4,0.5,0.1,51.0,-0.4,0.5,0.1,1.0,0.6822726817277975,1.0,-1.632060276346567,2.1078751668984257,0.174013808684651,-1.569431897325126,1.8751905115037832,0.1446921032876641,3.364066072508247,9.96521893373261,9.044742970319922,0.0,0.0,0.0,0.0,0.0,9.044742970319922,8.940042524513661,9.033978995891438,9.026364623670458
DAL,Jason Dickinson,Jason,Dickinson,26,C,1,0,0,1,0,0,0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,1,1,No,0,0,0,78.0,0.0,0.9,0.9,51.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.7941753004171663,1.5661242781618594,0.0,3.37534292070681,1.3022289295889768,3.4986287154085773,9.591626865266866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.583317989003664,9.405688431901748,9.341841092792437
DAL,Adam Mascherin,Adam,Mascherin,23,C,1,0,0,1,0,0,0,0,0.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,27 GR,0,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.290677699002794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAL,Tanner Kero,Tanner,Kero,28,C,1,0,0,1,0,0,0,0,0.762,0.75,0.75,0.0,0.0,0.0,0.0,1.5,0.75,0.9,False,UFA (2023),2023.0,0.0,1,1,No,1,0,1,0.0,0.2,0.5,0.7,39.0,0.3,0.7,1.0,0.75,1.0234090225916963,0.75,0.8160301381732835,2.1078751668984257,1.2180966607925572,1.0261670097895057,2.452172207351101,1.3244892531716943,0.0,9.285281369124956,8.952367622715686,8.43253927530161,0.0,0.0,0.0,0.0,8.952367622715686,0.0,9.31276107289917,9.341841092792437
DAL,Justin Dowling,Justin,Dowling,30,C,1,0,0,1,0,0,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,76.0,-0.2,0.2,0.0,27.0,-0.4,0.4,0.0,0.0,0.0,0.0,-0.8160301381732835,0.8431500667593703,0.0,-1.4822412363626187,1.4168106086917471,0.0,3.408920286808357,9.280300141545412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15446767934366,0.0,0.0
DAL,Nicholas Caamano,Nicholas,Caamano,22,LW,1,0,0,0,0,1,0,0,0.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,3 GR,0,No,0,0,0,0.0,-0.5,0.0,-0.5,24.0,-1.2,0.0,-1.2,0.0,0.0,0.0,-2.040075345433209,0.0,-0.8700690434232552,-4.168803477269866,0.0,-1.537353597431431,0.0,9.275318913965869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.755196918883707,8.570676390494267
DAL,Joel L'Esperance,Joel,L'Esperance,25,C,1,0,0,1,0,0,0,0,0.725,0.725,0.0,0.0,0.0,0.0,0.0,0.725,0.725,0.9,False,RFA (2022),0.0,2022.0,15 GR,0,No,1,0,0,0.0,0.1,0.1,0.2,12.0,0.5,0.5,0.9,0.725,0.4946476942526532,0.725,0.4080150690866417,0.4215750333796851,0.3480276173693021,1.6675213909079465,1.5939119347782158,1.229882877945145,0.0,9.26992258408803,8.94313008795526,0.0,0.0,0.0,0.0,0.0,8.94313008795526,0.0,9.080442675392726,9.306788151778886
DAL,Matej Stransky,Matej,Stransky,28,RW,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA,0.0,0.0,27 GR,0,No,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAL,Ben Bishop,Ben,Bishop,34,G,0,0,1,0,0,0,0,0,4.917,4.917,4.917,0.0,0.0,0.0,0.0,9.833,4.917,6.0,True,UFA (2023),2023.0,0.0,0,0,Yes,1,0,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.916666,6.709013793959768,4.916666,0.0,0.0,0.0,0.0,0.0,0.0,4.036879287009897,11.010031418541805,10.492079916583092,9.99265452915652,0.0,0.0,0.0,0.0,10.492079916583092,12.15641984696368,0.0,0.0
DAL,Anton Khudobin,Anton,Khudobin,35,G,0,0,1,0,0,0,0,0,3.333,3.333,3.333,0.0,0.0,0.0,0.0,6.667,3.333,4.1,False,UFA (2023),2023.0,0.0,0,0,No,1,0,1,86.0,0.0,0.0,4.4,32.0,0.0,0.0,7.7,3.333333,4.548484090003529,3.333333,0.0,0.0,7.656607582124646,0.0,0.0,10.146533743047446,3.857462429809457,10.352509378042097,9.906789714162652,9.399608557928735,0.0,0.0,0.0,0.0,9.906789714162652,11.298719227643675,11.031917214446851,11.690388140700508
DAL,Colton Point,Colton,Point,23,G,0,0,1,0,0,0,0,0,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,0,0,No,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.352943043747084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DET,Marc Staal,Marc,Staal,34,LD,0,1,0,0,0,0,0,1,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,73.0,0.1,2.2,2.3,56.0,0.1,2.2,2.3,0.0,0.0,0.0,0.4080150690866417,9.274650734353074,4.0023175997469735,0.357326012337417,7.514156263954446,3.030782806364821,3.2743576439080275,11.335056518107002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.511192214853658,10.056179944919789,9.79752932596863
DET,Danny DeKeyser,Danny,DeKeyser,31,LD,0,1,0,0,0,0,0,1,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.1,False,UFA (2022),2022.0,0.0,1,1,No,1,0,1,0.0,0.6,2.4,3.0,47.0,0.7,2.9,3.6,5.0,3.411363408638988,5.0,2.4480904145198505,10.117800801112445,5.220414260539531,2.554500854156853,9.766949728002682,4.710189745321831,0.0,11.044484909300314,10.522748531987698,0.0,0.0,0.0,0.0,0.0,10.522748531987698,0.0,10.381425701428808,10.253217559144822
DET,Troy Stecher,Troy,Stecher,27,RD,0,1,0,0,0,0,1,0,1.7,1.7,0.0,0.0,0.0,0.0,0.0,1.7,1.7,2.1,False,UFA (2022),2022.0,0.0,1,1,No,1,0,1,80.0,0.5,0.9,1.4,44.0,0.6,1.1,1.8,1.7,1.159863558937256,1.7,2.040075345433209,3.7941753004171663,2.4361933215851144,2.273892805783563,3.912329294455621,2.34795822153164,3.588337144008797,9.67464732492592,9.303393943611782,0.0,0.0,0.0,0.0,0.0,9.303393943611782,10.012168298663667,9.63800682940819,9.622264620900864
DET,Christian Djoos,Christian,Djoos,26,LD,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,1,1,No,0,0,0,76.0,0.7,0.3,1.0,36.0,1.1,0.5,1.6,0.0,0.0,0.0,2.856105483606492,1.2647251001390554,1.7401380868465104,3.890883245451874,1.5939119347782158,2.0498047965752413,3.408920286808357,9.384075716119229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15446767934366,9.452152111403036,9.552158738873757
DET,Dennis Cholowski,Dennis,Cholowski,23,LD,0,1,0,0,0,0,0,1,0.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,2 GR,0,No,0,0,0,79.0,0.1,0.6,0.7,16.0,0.4,2.1,2.4,0.0,0.0,0.0,0.4080150690866417,2.5294502002781107,1.2180966607925572,1.2506410431809596,7.172603706501971,3.2284425546060045,3.522849991130637,9.340074872499931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.797743143833666,9.31276107289917,9.832582266982184
DET,Alex Biega,Alex,Biega,33,RD,0,1,0,0,0,0,1,0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,75.0,0.1,0.3,0.4,13.0,0.4,1.3,1.7,0.0,0.0,0.0,0.4080150690866417,1.2647251001390554,0.6960552347386042,1.539250514684258,4.4139099732319815,2.2705530054371903,3.364066072508247,9.33218792883232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.940042524513661,9.173370034395305,9.58721167988731
DET,Gustav Lindstrom,Gustav,Lindstrom,22,RD,0,1,0,0,0,0,1,0,0.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,14 GR,0,No,0,0,0,0.0,0.1,0.6,0.7,13.0,0.4,2.6,3.0,0.0,0.0,0.0,0.4080150690866417,2.5294502002781107,1.2180966607925572,1.539250514684258,8.827819946463963,3.973467759515082,0.0,9.291092801301088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31276107289917,10.042899913063504
DET,Filip Hronek,Filip,Hronek,23,RD,0,1,0,0,0,0,1,0,0.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,1,1,No,0,0,0,82.0,1.3,1.9,3.2,56.0,1.3,1.9,3.2,0.0,0.0,0.0,5.304195898126343,8.009925634214017,5.568441877908834,4.6452381603864215,6.4894985915970205,4.216741295811925,3.660103886888973,9.265356458806782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.441018608323668,10.474353060431387,10.11300579509061
DET,Joe Hicketts,Joe,Hicketts,25,LD,0,1,0,0,0,0,0,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,27 GR,0,No,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DET,Dylan McIlrath,Dylan,McIlrath,29,RD,0,1,0,0,0,0,1,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,27 GR,0,No,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DET,Dylan Larkin,Dylan,Larkin,24,C,1,0,0,1,0,0,0,0,6.1,6.1,6.1,0.0,0.0,0.0,0.0,12.2,6.1,7.5,False,UFA (2023),2023.0,0.0,1,1,No,1,0,1,86.0,0.8,0.6,1.4,44.0,1.0,0.8,1.8,6.1,8.323726717079131,6.1,3.264120552693134,2.5294502002781107,2.4361933215851144,3.638228489253701,2.60821952963708,2.34795822153164,3.857462429809457,11.501097437425111,10.929200061446338,10.435567019031815,0.0,0.0,0.0,0.0,10.929200061446338,11.298719227643675,9.63800682940819,9.622264620900864
DET,Frans Nielsen,Frans,Nielsen,37,C,1,0,0,1,0,0,0,0,5.25,5.25,0.0,0.0,0.0,0.0,0.0,5.25,5.25,6.4,False,UFA (2022),2022.0,0.0,1,1,No,1,0,1,74.0,-0.3,0.3,0.1,29.0,-0.6,0.6,0.2,5.25,3.5819315790709374,5.25,-1.2240452072599253,1.2647251001390554,0.174013808684651,-2.070026554230554,1.9786492983453716,0.2544585264714092,3.3192118582081376,11.148260483874132,10.615123879591934,0.0,0.0,0.0,0.0,0.0,10.615123879591934,8.72561736968366,9.033978995891438,9.061417564684012
DET,Darren Helm,Darren,Helm,34,C,1,0,0,1,0,0,0,0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,75.0,-0.8,0.8,0.0,47.0,-1.0,1.0,0.0,0.0,0.0,0.0,-3.264120552693134,3.3726002670374813,0.0,-3.406001138875805,3.255649909334228,0.0,3.364066072508247,10.567117266260752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.940042524513661,0.0,0.0
DET,Tyler Bertuzzi,Tyler,Bertuzzi,26,LW,1,0,0,0,0,1,0,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,1,1,No,0,0,0,84.0,0.8,0.2,1.0,9.0,0.8,0.2,1.0,0.0,0.0,0.0,3.264120552693134,0.8431500667593703,1.7401380868465104,2.8586080986993365,0.6831051149049496,1.3177316549412263,3.767754001209237,10.421831461857407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.869868917983672,9.452152111403036,9.341841092792437
DET,Jakub Vrana,Jakub,Vrana,25,LW,1,0,0,0,0,1,0,0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,1,1,No,0,0,0,85.0,3.7,1.2,4.9,50.0,4.1,1.3,5.5,0.0,0.0,0.0,15.096557556205743,5.0589004005562215,8.526676625547902,14.807589951262566,4.590466372161261,7.2317113223174525,3.8126082155093473,10.359566117113117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.084294072813673,11.264235611953294,10.919223438402335
DET,Valtteri Filppula,Valtteri,Filppula,37,C,1,0,0,1,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,73.0,0.5,0.7,1.3,38.0,0.7,1.0,1.9,0.0,0.0,0.0,2.040075345433209,2.951025233657796,2.262179512900464,2.6329285119599146,3.5233842768781605,2.524496433676876,3.2743576439080275,10.214280312709771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.511192214853658,9.591543149906903,9.657317561914418
DET,Robby Fabbri,Robby,Fabbri,25,LW,1,0,0,0,0,1,0,0,2.95,2.95,0.0,0.0,0.0,0.0,0.0,2.95,2.95,3.6,False,UFA (2022),2022.0,0.0,1,1,No,1,0,1,75.0,1.5,0.8,2.3,30.0,2.8,1.5,4.3,2.95,2.012704411097003,2.95,6.120226036299626,3.3726002670374813,4.0023175997469735,10.005128345447677,5.10051819129029,5.657461238547665,3.364066072508247,10.193525197795008,9.765270681632963,0.0,0.0,0.0,0.0,0.0,9.765270681632963,8.940042524513661,10.056179944919789,10.498588146239696
DET,Richard Panik,Richard,Panik,30,LW,1,0,0,0,0,1,0,0,2.75,2.75,2.75,0.0,0.0,0.0,0.0,5.5,2.75,3.4,False,UFA (2023),2023.0,0.0,1,1,No,1,0,1,81.0,0.1,0.3,0.4,48.0,0.1,0.4,0.5,2.75,3.752499749502887,2.75,0.4080150690866417,1.2647251001390554,0.6960552347386042,0.4168803477269865,1.1954339510836618,0.6149414389725725,3.633191358308907,10.110504738135955,9.691370403549573,9.181334693518508,0.0,0.0,0.0,0.0,9.691370403549573,10.226593453493669,9.173370034395305,9.166576387724671
DET,Vladislav Namestnikov,Vladislav,Namestnikov,28,RW,1,0,0,0,1,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.5,False,UFA (2022),2022.0,0.0,1,1,No,1,0,1,76.0,0.2,0.9,1.1,53.0,0.2,1.0,1.2,2.0,1.364545363455595,2.0,0.8160301381732835,3.7941753004171663,1.9141518955311616,0.7551040260715228,3.247971489736741,1.531552263101501,3.408920286808357,9.799178014414501,9.414244360736866,0.0,0.0,0.0,0.0,0.0,9.414244360736866,9.15446767934366,9.498615790904324,9.411946974819545
DET,Luke Glendening,Luke,Glendening,32,C,1,0,0,1,0,0,0,0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,74.0,0.0,1.1,1.1,54.0,0.0,1.1,1.1,0.0,0.0,0.0,0.0,4.637325367176537,1.9141518955311616,0.0,3.8962291739023054,1.503190184155177,3.3192118582081376,9.716157554755446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72561736968366,9.498615790904324,9.376894033805991
