Team,Player,First Name,Last Name,Age,Pos,F,D,G,C,RW,LW,RD,LD,CH 20-21,CH 21-22,CH 22-23,CH 23-24,CH 24-25,CH 25-26,CH 26-27,CH Total,CH Avg,Cap%,NMC,Expiry,UFA Expiry,RFA Expiry,27/54,Game Req,Must Protect,Under Contract 21/22,UFA,Meets Exposure,Overall,OPS,DPS,PS,GP,GAOPS,GADPS,GAPS,CH 21-22_scaled,CH Total_scaled,CH Avg_scaled,OPS_scaled,DPS_scaled,PS_scaled,GAOPS_scaled,GADPS_scaled,GAPS_scaled,Overall_scaled,CH 20-21_standard,CH 21-22_standard,CH 22-23_standard,CH 23-24_standard,CH 24-25_standard,CH 25-26_standard,CH 26-27_standard,CH Avg_standard,Overall_standard,PS_standard,GAPS_standard
MIN,Will Bitten,Will,Bitten,23,RW,1,0,0,0,1,0,0,0,0.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,27 GR,0,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.303130767951652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIN,Mason Shaw,Mason,Shaw,22,C,1,0,0,1,0,0,0,0,0.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,27 GR,0,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.297734438073814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIN,Dmitry Sokolov,Dmitry,Sokolov,23,C,1,0,0,1,0,0,0,0,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,27 GR,0,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.286526676019841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIN,Nico Sturm,Nico,Sturm,26,C,1,0,0,1,0,0,0,0,0.725,0.725,0.0,0.0,0.0,0.0,0.0,0.725,0.725,0.9,False,UFA (2022),2022.0,0.0,1,1,No,1,0,1,0.0,1.5,0.9,2.3,50.0,1.7,1.0,2.6,0.725,0.4946476942526532,0.725,6.120226036299626,3.7941753004171663,4.0023175997469735,6.003077007268606,3.4428497791209467,3.3944767431286,0.0,9.26992258408803,8.94313008795526,0.0,0.0,0.0,0.0,0.0,8.94313008795526,0.0,10.056179944919789,9.90268814900929
MIN,Joseph Cramarossa,Joseph,Cramarossa,28,C,1,0,0,1,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,23 GR,0,No,0,1,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIN,Gabriel Dumont,Gabriel,Dumont,30,C,1,0,0,1,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,27 GR,0,No,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIN,Luke Johnson,Luke,Johnson,26,C,1,0,0,1,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,13 GR,0,No,0,1,0,0.0,-0.2,-0.1,-0.3,14.0,-0.8,-0.4,-1.2,0.0,0.0,0.0,-0.8160301381732835,-0.4215750333796851,-0.5220414260539531,-2.8586080986993365,-1.3662102298098993,-1.5812779859294717,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.848124277886283,8.570676390494267
MIN,Kyle Rau,Kyle,Rau,28,LW,1,0,0,0,0,1,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,12 GR,0,No,0,1,0,0.0,-0.2,0.1,-0.1,14.0,-0.8,0.4,-0.4,0.0,0.0,0.0,-0.8160301381732835,0.4215750333796851,-0.174013808684651,-2.8586080986993365,1.3662102298098993,-0.5270926619764906,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.941051636888862,8.851099918602692
MIN,Cam Talbot,Cam,Talbot,34,G,0,0,1,0,0,0,0,0,3.667,3.667,3.667,0.0,0.0,0.0,0.0,7.333,3.667,4.5,False,UFA (2023),2023.0,0.0,0,0,No,1,0,1,81.0,0.0,0.0,6.7,33.0,0.0,0.0,11.4,3.666667,5.003333454185636,3.666667,0.0,0.0,11.65892518187162,0.0,0.0,14.982209604059037,3.633191358308907,10.491153545672717,10.030203178561912,9.524657392770957,0.0,0.0,0.0,0.0,10.030203178561912,10.226593453493669,12.10058184297649,12.987346958201979
MIN,Kaapo Kahkonen,Kaapo,Kahkonen,24,G,0,0,1,0,0,0,0,0,0.725,0.725,0.0,0.0,0.0,0.0,0.0,0.725,0.725,0.9,False,RFA (2022),0.0,2022.0,0,0,No,1,0,1,0.0,0.0,0.0,3.6,24.0,0.0,0.0,8.4,0.725,0.4946476942526532,0.725,0.0,0.0,6.264497112647438,0.0,0.0,11.068945901506302,0.0,9.26992258408803,8.94313008795526,0.0,0.0,0.0,0.0,0.0,8.94313008795526,0.0,10.660207778436542,11.93575872779538
MIN,Andrew Hammond,Andrew,Hammond,33,G,0,0,1,0,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,0,0,No,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTL,Shea Weber,Shea,Weber,35,RD,0,1,0,0,0,0,1,0,7.857,7.857,7.857,7.857,7.857,7.857,0.0,39.286,7.857,9.6,False,UFA (2026),2026.0,0.0,1,1,No,1,0,1,87.0,1.3,1.9,3.2,48.0,1.5,2.2,3.7,7.857143,26.80357012664396,7.857142999999999,5.304195898126343,8.009925634214017,5.568441877908834,5.419444520450825,7.571081690196525,4.91953151178058,3.902316644109567,12.230432175529902,11.57841400440891,11.093383793935363,10.717674545064037,10.436589719240617,10.348237250177693,0.0,11.57841400440891,11.513144382473676,10.474353060431387,10.288270500158376
MTL,Jeff Petry,Jeff,Petry,33,RD,0,1,0,0,0,0,1,0,5.5,6.25,6.25,6.25,6.25,0.0,0.0,25.0,6.25,7.7,True,UFA (2025),2025.0,0.0,1,1,Yes,1,0,1,87.0,4.2,3.0,7.2,55.0,4.3,3.1,7.3,6.25,17.05681704319494,6.25,17.136632901638954,12.647251001390554,12.528994225294875,15.280559654865542,10.43287811854832,9.660170968587318,3.902316644109567,11.252036058447949,10.984625270008879,10.491726675398084,10.02258055415839,9.685702128194738,0.0,0.0,10.984625270008879,11.513144382473676,12.332900240482934,11.550176376646293
MTL,Ben Chiarot,Ben,Chiarot,30,LD,0,1,0,0,0,0,0,1,3.5,3.5,0.0,0.0,0.0,0.0,0.0,3.5,3.5,4.3,False,UFA (2022),2022.0,0.0,1,1,No,1,0,1,79.0,-0.2,0.6,0.3,41.0,-0.3,0.8,0.4,3.5,2.387954386047292,3.5,-0.8160301381732835,2.5294502002781107,0.5220414260539531,-0.9761100824827004,2.79906486107394,0.539948580561283,3.5434829297086874,10.421831461857407,9.968496446362282,0.0,0.0,0.0,0.0,0.0,9.968496446362282,9.797743143833666,9.126906354894015,9.13152344671112
MTL,Joel Edmundson,Joel,Edmundson,28,LD,0,1,0,0,0,0,0,1,3.5,3.5,3.5,3.5,0.0,0.0,0.0,10.5,3.5,4.3,False,UFA (2024),2024.0,0.0,1,1,No,1,0,1,77.0,0.4,4.4,4.8,55.0,0.4,4.5,4.9,3.5,7.163863158141875,3.5,1.632060276346567,18.549301468706147,8.35266281686325,1.45529139570148,15.301554573870868,6.440113979058212,3.4537745011084677,10.421831461857407,9.968496446362282,9.462132975349846,8.833091770716864,0.0,0.0,0.0,9.968496446362282,9.368892834173662,11.217771932452004,10.708905792321016
MTL,Brett Kulak,Brett,Kulak,27,LD,0,1,0,0,0,0,0,1,1.85,1.85,0.0,0.0,0.0,0.0,0.0,1.85,1.85,2.3,False,UFA (2022),2022.0,0.0,1,1,No,1,0,1,82.0,0.2,1.7,1.9,46.0,0.2,2.1,2.3,1.85,1.2622044611964256,1.85,0.8160301381732835,7.166775567454647,3.3062623650083696,0.8700111604737112,7.06865292814687,3.047970610559706,3.678045572609017,9.73691266967021,9.358819152174323,0.0,0.0,0.0,0.0,0.0,9.358819152174323,10.441018608323668,9.870325226914634,9.79752932596863
MTL,Erik Gustafsson,Erik,Gustafsson,29,LD/RD,0,1,0,0,0,0,1,1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,79.0,0.7,0.9,1.6,29.0,1.4,1.7,3.1,0.0,0.0,0.0,2.856105483606492,3.7941753004171663,2.784220938954417,4.830061959871292,5.935947895036114,4.071336423542548,3.5434829297086874,9.591626865266866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.797743143833666,9.730934188410767,10.077952854077056
MTL,Jon Merrill,Jon,Merrill,29,LD,0,1,0,0,0,0,0,1,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,79.0,-0.6,1.5,0.9,49.0,-0.7,1.7,1.0,0.0,0.0,0.0,-2.4480904145198505,6.323625500695277,1.5661242781618594,-2.4502355131708597,5.855186699185282,1.35538113079669,3.5434829297086874,9.352943043747084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.797743143833666,9.405688431901748,9.341841092792437
MTL,Cale Fleury,Cale,Fleury,22,RD,0,1,0,0,0,0,1,0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,13 GR,0,No,0,0,0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3855960953723003,9.289432392107908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.940042524513661,0.0,0.0
MTL,Gustav Olofsson,Gustav,Olofsson,26,LD,0,1,0,0,0,0,0,1,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,27 GR,0,No,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.280300141545412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTL,Xavier Ouellet,Xavier,Ouellet,27,LD,0,1,0,0,0,0,0,1,0.738,0.738,0.0,0.0,0.0,0.0,0.0,0.738,0.738,0.9,False,UFA (2022),2022.0,0.0,21 GR,0,No,1,0,0,0.0,-0.1,0.1,0.0,6.0,-0.1,0.1,0.0,0.7375,0.5031761027742507,0.7375,-0.4080150690866417,0.4215750333796851,0.0,-0.357326012337417,0.3415525574524748,0.0,0.0,9.275318913965869,8.947933606030682,0.0,0.0,0.0,0.0,0.0,8.947933606030682,0.0,0.0,0.0
MTL,Josh Anderson,Josh,Anderson,27,RW,1,0,0,0,1,0,0,0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,33.0,5.5,6.7,False,UFA (2027),2027.0,0.0,1,1,No,1,0,1,82.0,2.0,0.6,2.5,52.0,2.2,0.6,2.7,5.5,22.51499849701732,5.5,8.160301381732836,2.5294502002781107,4.350345217116276,7.696252573421289,2.2069549866159908,3.5477390709956094,3.678045572609017,11.252036058447949,10.70749922719617,10.210928393566746,9.698174522310701,9.33525676834134,9.272463828947231,9.036475653210955,10.70749922719617,10.441018608323668,10.149107303922365,9.937741090022843
MTL,Jonathan Drouin,Jonathan,Drouin,26,LW,1,0,0,0,0,1,0,0,5.5,5.5,5.5,0.0,0.0,0.0,0.0,11.0,5.5,6.7,False,UFA (2023),2023.0,0.0,1,1,No,1,0,1,79.0,0.7,0.5,1.1,44.0,0.9,0.6,1.4,5.5,7.504999499005773,5.5,2.856105483606492,2.1078751668984257,1.9141518955311616,3.183449928096988,2.1735162746975667,1.8448243169177168,3.5434829297086874,11.252036058447949,10.70749922719617,10.210928393566746,0.0,0.0,0.0,0.0,10.70749922719617,9.797743143833666,9.498615790904324,9.482052856846652
MTL,Tomas Tatar,Tomas,Tatar,30,LW,1,0,0,0,0,1,0,0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,84.0,2.1,0.8,3.0,50.0,2.4,0.9,3.4,0.0,0.0,0.0,8.568316450819477,3.3726002670374813,5.220414260539531,8.40430781017605,3.0603109147741745,4.427578360602522,3.767754001209237,10.961464449641259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.869868917983672,10.381425701428808,10.183111677117717
MTL,Tyler Toffoli,Tyler,Toffoli,29,LW,1,0,0,0,0,1,0,0,4.25,4.25,4.25,4.25,0.0,0.0,0.0,12.75,4.25,5.2,False,UFA (2024),2024.0,0.0,1,1,No,1,0,1,82.0,5.1,1.0,6.1,52.0,5.5,1.1,6.6,4.25,8.698976692029419,4.25,20.808768523418728,4.215750333796851,10.614842329763713,19.62544406222429,3.678258311026652,8.656483333229286,3.678045572609017,10.73315818557886,10.24562248917499,9.742931257181183,9.157497802564553,0.0,0.0,0.0,10.24562248917499,10.441018608323668,11.821799765968757,11.304805789551422
MTL,Brendan Gallagher,Brendan,Gallagher,29,RW,1,0,0,0,1,0,0,0,3.75,6.5,6.5,6.5,6.5,6.5,6.5,39.0,6.5,8.0,True,UFA (2027),2027.0,0.0,1,1,Yes,1,0,1,87.0,2.4,1.0,3.4,35.0,3.8,1.6,5.4,6.5,26.608634587384103,6.5,9.792361658079402,4.215750333796851,5.916469495278135,13.721318873756813,5.464840919239597,7.168460202880272,3.902316644109567,10.525607036431225,11.077000617613114,10.585326102675197,10.130715898107619,9.80251724814587,9.728880214704745,9.575952181637703,11.077000617613114,11.513144382473676,10.567280419433963,10.884170497388782
MTL,Paul Byron,Paul,Byron,32,LW,1,0,0,0,0,1,0,0,3.4,3.4,3.4,0.0,0.0,0.0,0.0,6.8,3.4,4.2,False,UFA (2023),2023.0,0.0,1,1,No,1,0,1,82.0,0.6,0.8,1.4,46.0,0.7,1.0,1.7,3.4,4.639454235749024,3.4,2.4480904145198505,3.3726002670374813,2.4361933215851144,2.610033481421133,3.3264249073632333,2.2458730814650467,3.678045572609017,10.38032123202788,9.931546307320588,9.424693204439002,0.0,0.0,0.0,0.0,9.931546307320588,10.441018608323668,9.63800682940819,9.58721167988731
MTL,Phillip Danault,Phillip,Danault,28,C,1,0,0,1,0,0,0,0,3.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,86.0,0.6,1.3,1.9,53.0,0.6,1.4,2.0,0.0,0.0,0.0,2.4480904145198505,5.480475433935907,3.3062623650083696,2.2653120782145684,4.691514374064182,2.645408454448047,3.857462429809457,10.24873380346828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.298719227643675,9.870325226914634,9.692370502927972
MTL,Joel Armia,Joel,Armia,28,RW,1,0,0,0,1,0,0,0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,82.0,0.5,1.1,1.6,41.0,0.7,1.5,2.2,0.0,0.0,0.0,2.040075345433209,4.637325367176537,2.784220938954417,2.4402752062067505,5.13161891196889,2.87972576299351,3.678045572609017,10.048239393391663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.441018608323668,9.730934188410767,9.762476384955077
MTL,Artturi Lehkonen,Artturi,Lehkonen,26,LW,1,0,0,0,0,1,0,0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,1,1,No,0,0,0,81.0,0.3,0.6,1.0,47.0,0.4,0.7,1.2,0.0,0.0,0.0,1.2240452072599253,2.5294502002781107,1.7401380868465104,1.2772504270784266,2.4417374320006706,1.57006324844061,3.633191358308907,9.96521893373261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.226593453493669,9.452152111403036,9.411946974819545
MTL,Eric Staal,Eric,Staal,36,C,1,0,0,1,0,0,0,0,1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,83.0,-0.3,-0.2,-0.5,53.0,-0.3,-0.2,-0.5,0.0,0.0,0.0,-1.2240452072599253,-0.8431500667593703,-0.8700690434232552,-1.1326560391072842,-0.7217714421637204,-0.6961601195915913,3.722899786909127,9.643514652553774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65544376315367,8.755196918883707,8.816046977589139
MTL,Jesperi Kotkaniemi,Jesperi,Kotkaniemi,21,C,1,0,0,1,0,0,0,0,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,1,1,No,0,0,0,77.0,0.3,0.9,1.2,56.0,0.3,0.9,1.2,0.0,0.0,0.0,1.2240452072599253,3.7941753004171663,2.0881657042158124,1.071978037012251,3.073973017072273,1.5812779859294717,3.4537745011084677,9.352943043747084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.368892834173662,9.545079470405613,9.411946974819545
MTL,Jake Evans,Jake,Evans,25,C,1,0,0,1,0,0,0,0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.9,False,RFA (2022),0.0,2022.0,1,1,No,1,0,1,75.0,0.1,0.7,0.8,47.0,0.1,0.8,1.0,0.75,0.5117045112958482,0.75,0.4080150690866417,2.951025233657796,1.3921104694772084,0.4257501423594756,2.848693670667449,1.256050598752488,3.364066072508247,9.280300141545412,8.952367622715686,0.0,0.0,0.0,0.0,0.0,8.952367622715686,8.940042524513661,9.35922475240046,9.341841092792437
MTL,Michael Frolik,Michael,Frolik,33,LW,1,0,0,0,0,1,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,74.0,-0.3,0.0,-0.3,8.0,-0.3,0.0,-0.3,0.0,0.0,0.0,-1.2240452072599253,0.0,-0.5220414260539531,-1.071978037012251,0.0,-0.3953194964823679,3.3192118582081376,9.280300141545412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72561736968366,8.848124277886283,8.886152859616246
MTL,Corey Perry,Corey,Perry,36,RW,1,0,0,0,1,0,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,78.0,1.3,0.6,1.9,49.0,1.5,0.7,2.2,0.0,0.0,0.0,5.304195898126343,2.5294502002781107,3.3062623650083696,5.308843611870196,2.3420746796741123,2.8613601650152343,3.4986287154085773,9.280300141545412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.583317989003664,9.870325226914634,9.762476384955077
MTL,Michael Pezzetta,Michael,Pezzetta,23,LW,1,0,0,0,0,1,0,0,0.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,27 GR,0,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.277394425457345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTL,Brandon Baddock,Brandon,Baddock,26,LW,1,0,0,0,0,1,0,0,0.7,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.9,False,UFA (2022),2022.0,0.0,27 GR,0,No,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5117045112958482,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.259545026630649,8.952367622715686,0.0,0.0,0.0,0.0,0.0,8.952367622715686,0.0,0.0,0.0
MTL,Joseph Blandisi,Joseph,Blandisi,26,C,1,0,0,1,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,27 GR,0,No,0,0,0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3192118582081376,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72561736968366,0.0,0.0
MTL,Laurent Dauphin,Laurent,Dauphin,26,C,1,0,0,1,0,0,0,0,0.7,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.9,False,UFA (2022),2022.0,0.0,27 GR,0,No,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5117045112958482,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.259545026630649,8.952367622715686,0.0,0.0,0.0,0.0,0.0,8.952367622715686,0.0,0.0,0.0
MTL,Lukas Vejdemo,Lukas,Vejdemo,25,C,1,0,0,1,0,0,0,0,0.7,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.9,False,RFA (2022),0.0,2022.0,27 GR,0,No,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5117045112958482,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.259545026630649,8.952367622715686,0.0,0.0,0.0,0.0,0.0,8.952367622715686,0.0,0.0,0.0
MTL,Charles Hudon,Charles,Hudon,27,LW,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA,0.0,0.0,27 GR,0,No,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTL,Carey Price,Carey,Price,33,G,0,0,1,0,0,0,0,0,10.5,10.5,10.5,10.5,10.5,10.5,0.0,52.5,10.5,12.9,True,UFA (2026),2026.0,0.0,0,0,Yes,1,0,1,86.0,0.0,0.0,3.4,25.0,0.0,0.0,7.6,10.5,35.819315790709375,10.5,0.0,0.0,5.916469495278135,0.0,0.0,10.03584428403238,3.857462429809457,13.327547549924304,12.555006179280891,12.082916939108994,11.860881401295293,11.671559167363988,11.554545757734802,0.0,12.555006179280891,11.298719227643675,10.567280419433963,11.655335199686954
MTL,Jake Allen,Jake,Allen,30,G,0,0,1,0,0,0,0,0,4.35,2.875,2.875,0.0,0.0,0.0,0.0,5.75,2.875,3.5,False,UFA (2023),2023.0,0.0,0,0,No,1,0,1,80.0,0.0,0.0,4.7,29.0,0.0,0.0,9.1,2.875,3.923067919934836,2.875,0.0,0.0,8.1786490081786,0.0,0.0,11.959550744156235,3.588337144008797,10.774668415408387,9.737558077351691,9.228134407157064,0.0,0.0,0.0,0.0,9.737558077351691,10.012168298663667,11.171308252950716,12.181129314890253
MTL,Charlie Lindgren,Charlie,Lindgren,27,G,0,0,1,0,0,0,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,0,0,No,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.280300141545412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTL,Michael McNiven,Michael,McNiven,24,G,0,0,1,0,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,0,0,No,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NJD,P.K. Subban,P.K.,Subban,32,RD,0,1,0,0,0,0,1,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,11.0,False,UFA (2022),2022.0,0.0,1,1,No,1,0,1,80.0,1.3,0.7,2.0,44.0,1.7,0.9,2.5,9.0,6.140454135550178,9.0,5.304195898126343,2.951025233657796,3.480276173693021,5.912121295037263,3.0429227845765934,3.3542260307594853,3.588337144008797,12.704894102481397,12.000754093655475,0.0,0.0,0.0,0.0,0.0,12.000754093655475,10.012168298663667,9.916788906415922,9.867635207995738
NJD,Ryan Murray,Ryan,Murray,27,LD,0,1,0,0,0,0,0,1,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,83.0,0.4,2.0,2.4,48.0,0.5,2.3,2.8,0.0,0.0,0.0,1.632060276346567,8.431500667593703,4.176331408431625,1.6675213909079465,7.969559673891079,3.6896486338354335,3.7058551854750856,10.878443989982205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65544376315367,10.102643624421077,9.972794031036397
NJD,Damon Severson,Damon,Severson,26,RD,0,1,0,0,0,0,1,0,4.167,4.167,4.167,0.0,0.0,0.0,0.0,8.333,4.167,5.1,False,UFA (2023),2023.0,0.0,1,1,No,1,0,1,83.0,0.9,1.9,2.8,56.0,0.9,1.9,2.8,4.166666,5.685604771368071,4.166666,3.672135621779776,8.009925634214017,4.872386643170229,3.2159341110367534,6.4894985915970205,3.689648633835434,3.7058551854750856,10.698704694820353,10.214953873770384,9.711856247325182,0.0,0.0,0.0,0.0,10.214953873770384,10.65544376315367,10.288498342426232,9.972794031036397
NJD,Will Butcher,Will,Butcher,26,LD,0,1,0,0,0,0,0,1,3.733,3.733,0.0,0.0,0.0,0.0,0.0,3.733,3.733,4.6,False,UFA (2022),2022.0,0.0,1,1,No,1,0,1,83.0,0.7,0.6,1.3,23.0,1.7,1.5,3.2,3.733333,2.547151117692884,3.733333,2.856105483606492,2.5294502002781107,2.262179512900464,6.090078123315977,4.989637361044849,4.17090715129223,3.722899786909127,10.518550297360205,10.05459027032943,0.0,0.0,0.0,0.0,0.0,10.05459027032943,10.65544376315367,9.591543149906903,10.11300579509061
NJD,Connor Carrick,Connor,Carrick,27,RD,0,1,0,0,0,0,1,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,14 GR,0,No,0,1,0,73.0,0.1,0.2,0.3,11.0,0.5,1.0,1.5,0.0,0.0,0.0,0.4080150690866417,0.8431500667593703,0.5220414260539531,1.8191142446268505,3.477626039516107,2.0125356184556917,3.2743576439080275,9.591626865266866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.511192214853658,9.126906354894015,9.517105797860204
